Region,Speaker,Time,POS,VowelInWord,CoArtContext,Stress,VowelType,Duration,F1,F2,F3
South,WT_1,03:42,,(a)J,i_J,,,81,568,2230,2893
South,WT_1,03:42,,d(u)si,d_s,,,97,489,1767,2836
South,WT_1,03:43,,dus(i),s_f,,,65,456,1990,2816
South,WT_1,03:43,,f(i)tSorlu,f_tS,,,89,419,1898,2641
South,WT_1,03:43,,fitS(o)rlu,tS_r,,,92,490,1383,2302
South,WT_1,03:43,,fitSorl(u),l_a,,,33,541,1257,2189
South,WT_1,03:43,,(a),u_m,,,34,497,1114,2381
South,WT_1,03:43,,m(e)u,m_u,,,38,534,1813,2805
South,WT_1,03:43,,me(u),e_$,,,80,592,1661,2942
South,WT_1,03:44,,s(i),s_a,,,41,540,2093,3054
South,WT_1,03:44,,(a)lin@,i_l,,,30,598,2008,3063
South,WT_1,03:44,,al(i)n@,l_n,,,97,446,2013,3099
South,WT_1,03:44,,alin(@),n_$,,,234,661,1663,3274
South,WT_1,03:44,,(u)n,r_n,,,95,468,1761,2928
South,WT_1,03:45,,p(o)m,p_m,,,110,541,1506,3012
South,WT_1,03:45,,d(e),d_a,,,51,560,1824,2934
South,WT_1,03:45,,(a),e_l,,,39,530,1501,2646
South,WT_1,03:45,,l(o)r,l_r,,,115,535,1369,2427
South,WT_1,03:47,,t(a)k,t_k,,,230,786,1436,3047
South,WT_1,03:47,,t(u)k,t_k,,,120,440,1963,3262
South,WT_1,03:48,,t(a)k,t_k,,,142,826,1559,2990
South,WT_1,03:48,,t(u)k,t_k,,,79,508,1251,3070
South,WT_1,03:48,,(a)gudea,k_g,,,60,444,1488,2840
South,WT_1,03:48,,ag(u)dea,g_d,,,53,415,1886,2938
South,WT_1,03:48,,agud(e)a,d_a,,,37,583,1889,3046
South,WT_1,03:48,,agude(a),e_t,,,83,582,1733,2323
South,WT_1,03:48,,t(a),t_s,,,29,407,1793,3229
South,WT_1,03:49,,m(@)Ng@,m_N,,,46,406,1598,3294
South,WT_1,03:49,,m@Ng(@),g_k,,,90,429,1870,3243
South,WT_1,03:49,,k(@)p@rli,k_p,,,109,533,1659,2754
South,WT_1,03:49,,k@p(@)rli,p_r,,,36,471,1568,2526
South,WT_1,03:49,,k@p@rl(i),l_m,,,64,458,1982,2920
South,WT_1,03:49,,mb(a)di,b_d,,,153,927,1907,3212
South,WT_1,03:49,,mbad(i),d_$,,,40,607,2164,3222
South,WT_1,03:50,,(i)tsi,^_ts,,,176,321,2478,3053
South,WT_1,03:51,,its(i),ts_d,,,98,414,2354,3123
South,WT_1,03:51,,d(e),d_a,,,62,507,2134,3087
South,WT_1,03:51,,(a)tsia,e_ts,,,79,477,2259,3248
South,WT_1,03:51,,ats(i)a,ts_a,,,37,590,2285,2912
South,WT_1,03:51,,atsi(a),i_a,,,58,739,1695,2538
South,WT_1,03:51,,(a)Cursi,a_C,,,86,838,1769,2895
South,WT_1,03:51,,aC(u)rsi,C_r,,,43,449,1920,2733
South,WT_1,03:51,,aCurs(i),s_$,,,239,363,2367,2851
South,WT_1,03:52,,s(@),s_z,,,51,395,2320,3317
South,WT_1,03:52,,zg(i)leask@,g_l,,,61,476,2372,3114
South,WT_1,03:52,,zgil(e)ask@,l_a,,,43,665,2090,3090
South,WT_1,03:52,,zgile(a)sk@,e_s,,,91,845,1969,3242
South,WT_1,03:53,,zgileask(@),k_a,,,39,523,2166,3255
South,WT_1,03:53,,(a)tsea,@_ts,,,44,450,2112,3301
South,WT_1,03:53,,ats(e)a,ts_a,,,38,528,2124,3296
South,WT_1,03:53,,atse(a),e_p,,,42,667,1885,3112
South,WT_1,03:53,,s(a)lts@,s_l,,,104,1000,1686,3283
South,WT_1,03:53,,salts(@),ts_a,,,37,594,1960,2691
South,WT_1,03:53,,(a)naltu,@_n,,,38,654,1867,2927
South,WT_1,03:53,,an(a)ltu,n_l,,,99,824,1569,2984
South,WT_1,03:54,,analt(u),t_$,,,94,424,1593,2741
South,WT_1,03:54,,n(u),n_v,,,55,384,1486,2899
South,WT_1,03:54,,v(i)dea,v_d,,,54,434,1455,2691
South,WT_1,03:54,,vid(e)a,d_a,,,29,465,2273,3228
South,WT_1,03:54,,vide(a),e_ts,,,96,684,2159,3280
South,WT_1,03:54,,ts(i)va,ts_v,,,65,504,1985,2797
South,WT_1,03:54,,tsiv(a),v_f,,,126,648,1668,3164
South,WT_1,03:55,,f(i)tSorl,f_tS,,,102,399,1978,2724
South,WT_1,03:55,,fitS(o)rl,tS_r,,,89,506,1384,2443
South,WT_1,03:55,,(i)tsi,^_ts,,,193,379,1410,2728
South,WT_1,03:56,,its(i),ts_a,,,38,531,2297,3348
South,WT_1,03:56,,(a)gudea,i_g,,,84,606,1781,2722
South,WT_1,03:56,,ag(u)dea,g_d,,,73,514,1934,3154
South,WT_1,03:56,,agud(e)a,d_a,,,29,596,2023,3208
South,WT_1,03:56,,agude(a),e_k,,,63,600,1715,2992
South,WT_1,03:56,,k(u),k_t,,,70,462,1667,3228
South,WT_1,03:56,,t(@)porlu,t_p,,,111,433,1565,3046
South,WT_1,03:56,,t@p(o)rlu,p_r,,,112,675,1403,2602
South,WT_1,03:57,,t@porl(u),l_m,,,61,531,1365,2343
South,WT_1,03:57,,m(e)au,m_a,,,64,593,1974,2874
South,WT_1,03:57,,me(a)u,e_u,,,56,714,1470,2964
South,WT_1,03:57,,mea(u),a_m,,,46,733,1375,3173
South,WT_1,03:57,,m(e)au,m_a,,,26,559,1908,2924
South,WT_1,03:57,,me(a)u,e_u,,,36,795,1725,3087
South,WT_1,03:57,,mea(u),a_$,,,78,994,1718,3038
South,WT_1,03:57,,(a)p@rtseaS,^_p,,,73,610,1375,2981
South,WT_1,03:58,,ap(@)rtseaS,p_r,,,28,483,1584,2498
South,WT_1,03:58,,ap@rts(e)aS,ts_a,,,46,624,2059,3085
South,WT_1,03:58,,ap@rtse(a)S,e_S,,,83,624,2073,2711
South,WT_1,03:58,,t(@)porl,t_p,,,88,463,1488,2820
South,WT_1,03:58,,t@p(o)rl,p_r,,,64,631,1724,2561
South,WT_1,03:58,,p(@)rtseaSti,p_r,,,37,454,1570,2414
South,WT_1,03:59,,p@rts(e)aSti,ts_a,,,36,599,2120,3137
South,WT_1,03:59,,p@rtse(a)Sti,e_S,,,96,633,2157,3012
South,WT_1,03:59,,p@rtseaSt(i),t_S,,,46,467,1972,2906
South,WT_1,03:59,,(o)ili,S_i,,,67,578,1551,2628
South,WT_1,03:59,,o(i)li,o_l,,,109,629,2173,2761
South,WT_1,03:59,,oil(i),l_a,,,20,539,2160,2973
South,WT_1,03:59,,(a)p@rtseaSti,i_p,,,28,527,1765,2723
South,WT_1,03:59,,ap(@)rtseaSti,p_r,,,46,571,1496,2588
South,WT_1,03:59,,ap@rts(e)aSti,ts_a,,,31,608,2136,2518
South,WT_1,04:00,,ap@rtse(a)Sti,e_S,,,75,578,2229,2371
South,WT_1,04:00,,ap@rtseaSt(i),t_t,,,103,452,1806,3131
South,WT_1,04:00,,t(u)ti,t_t,,,98,383,1801,3191
South,WT_1,04:00,,tut(i),t_s,,,69,467,1725,3245
South,WT_1,04:00,,sk(o)al@,k_a,,,30,638,1482,3003
South,WT_1,04:00,,sko(a)l@,o_l,,,50,786,1567,2934
South,WT_1,04:00,,skoal(@),l_f,,,69,429,1526,2240
South,WT_1,04:00,,f(u)dzi,f_dz,,,70,449,1785,2727
South,WT_1,04:01,,fudz(i),dz_j,,,110,392,2640,3037
South,WT_1,04:01,,j(i)ni,j_n,,,40,496,2296,3201
South,WT_1,04:01,,jin(i),n_a,,,23,600,1969,3205
South,WT_1,04:01,,(a)ua,i_u,,,24,825,1881,3179
South,WT_1,04:01,,a(u)a,a_a,,,25,893,1595,3242
South,WT_1,04:01,,au(a),u_$,,,76,1191,1747,3218
South,WT_1,04:01,,b(a)ba,b_b,,,110,620,1520,2797
South,WT_1,04:02,,bab(a),b_dz,,,153,1027,1649,2763
South,WT_1,04:02,,dz(@)tsi,dz_ts,,,97,471,1819,3134
South,WT_1,04:02,,dz@ts(i),ts_$,,,128,346,2244,3169
South,WT_1,04:02,,d(u),d_t,,,69,287,1869,3143
South,WT_1,04:02,,t(i),t_a,,,26,547,2026,3069
South,WT_1,04:03,,(a)dun@,i_d,,,101,558,1740,3150
South,WT_1,04:03,,ad(u)n@,d_n,,,100,410,1446,3000
South,WT_1,04:03,,adun(@),n_$,,,178,501,1667,3187
South,WT_1,04:04,,(o)ili,^_i,,,136,418,1354,3000
South,WT_1,04:04,,o(i)li,o_l,,,72,457,2156,2715
South,WT_1,04:04,,oil(i),l_k,,,91,350,2168,2968
South,WT_1,04:04,,k(@),k_i,,,58,400,2099,2923
South,WT_1,04:04,,(i)o,@_o,,,52,415,1598,3002
South,WT_1,04:04,,i(o),i_n,,,65,408,1263,2937
South,WT_1,04:04,,n(u),n_m,,,37,301,1591,2943
South,WT_1,04:05,,m(i),m_d,,,82,361,1952,3099
South,WT_1,04:05,,d(u)k,d_k,,,84,452,1468,3042
South,WT_1,04:05,,dz(@)tsi,dz_ts,,,102,384,2036,3274
South,WT_1,04:05,,dz@ts(i),ts_k,,,61,381,2167,3137
South,WT_1,04:05,,k(@)tse,k_ts,,,63,232,2221,3128
South,WT_1,04:05,,k@ts(e),ts_$,,,268,464,2292,3131
South,WT_1,04:06,,(a)S@,^_S,,,92,594,1823,3029
South,WT_1,04:06,,aS(@),S_S,,,86,457,1698,2633
South,WT_1,04:06,,(a)S@,S_S,,,92,592,1725,2928
South,WT_1,04:06,,aS(@),S_$,,,169,435,1709,2958
South,WT_1,04:08,,t(o)ra,t_r,,,84,713,1548,2419
South,WT_1,04:08,,tor(a),r_e,,,60,652,1956,2949
South,WT_1,04:08,,(e)Do,a_D,,,87,565,2057,2939
South,WT_1,04:08,,eD(o),D_k,,,196,614,1601,2669
South,WT_1,04:09,,k(e),k_$,,,375,434,2116,2938
South,WT_1,04:10,,k(@)ts,k_ts,,,81,485,1928,3051
South,WT_1,04:10,,(a)J,ts_J,,,101,894,1786,2925
South,WT_1,04:13,,(e)stan,^_s,,,150,705,2011,2779
South,WT_1,04:13,,est(a)n,t_n,,,89,792,1618,2914
South,WT_1,04:14,,d(u)si,d_s,,,186,608,1581,2753
South,WT_1,04:14,,dus(i),s_f,,,79,463,2074,2794
South,WT_1,04:14,,f(i)tSorlu,f_tS,,,99,495,1926,2759
South,WT_1,04:14,,fitS(o)rlu,tS_r,,,166,610,1730,2638
South,WT_1,04:15,,fitSorl(u),l_k,,,85,573,1434,2520
South,WT_1,04:15,,k(u),k_o,,,129,558,1631,3139
South,WT_1,04:15,,(o)ili,u_i,,,184,700,1758,2847
South,WT_1,04:15,,o(i)li,o_l,,,150,438,2429,3003
South,WT_1,04:15,,oil(i),l_$,,,574,433,2462,3135
South,WT_1,04:17,,d(u)si,d_s,,,83,516,1820,3005
South,WT_1,04:17,,dus(i),s_f,,,56,378,2083,3073
South,WT_1,04:17,,f(i)tSorlu,f_tS,,,60,390,1806,2503
South,WT_1,04:17,,fitS(o)rlu,tS_r,,,77,528,1537,2428
South,WT_1,04:17,,fitSorl(u),l_k,,,106,433,1414,2947
South,WT_1,04:18,,k(u),k_o,,,128,432,1279,2500
South,WT_1,04:18,,(o)ili,u_i,,,91,560,1394,2707
South,WT_1,04:18,,o(i)li,o_l,,,140,666,2081,2781
South,WT_1,04:18,,oil(i),l_$,,,86,533,2213,2549
South,WT_1,04:19,,d(u)si,d_s,,,51,465,1825,2811
South,WT_1,04:19,,dus(i),s_t,,,45,350,1871,3223
South,WT_1,04:19,,t(u),t_l,,,48,555,1924,2962
South,WT_1,04:19,,l(i)vaDea,l_v,,,37,502,1952,2742
South,WT_1,04:19,,liv(a)Dea,v_D,,,103,815,1799,3036
South,WT_1,04:19,,livaD(e)a,D_a,,,27,577,1847,2915
South,WT_1,04:19,,livaDe(a),e_a,,,29,645,1849,2852
South,WT_1,04:19,,(a),a_l,,,46,611,1681,2692
South,WT_1,04:20,,l(o)r,l_r,,,113,510,1315,2480
South,WT_1,04:21,,S(i),S_a,,,23,482,2112,3200
South,WT_1,04:21,,(a)k@ts@,i_k,,,83,483,2031,3119
South,WT_1,04:21,,ak(@)ts@,k_ts,,,66,428,1833,2824
South,WT_1,04:21,,ak@ts(@),ts_a,,,82,556,1831,2991
South,WT_1,04:21,,(a)tsiia,@_ts,,,52,504,1783,2843
South,WT_1,04:21,,ats(i)ia,ts_i,,,60,488,2239,2891
South,WT_1,04:21,,atsi(i)a,i_a,,,61,550,2345,3314
South,WT_1,04:21,,atsii(a),i_s,,,71,629,1975,3046
South,WT_1,04:22,,fr(@)Ng@,r_N,,,68,507,1869,2905
South,WT_1,04:22,,fr@Ng(@),g_n,,,104,412,2040,2950
South,WT_1,04:22,,n(e)Sti,n_S,,,101,427,2156,3108
South,WT_1,04:22,,neSt(i),t_s,,,281,376,2303,3096
South,WT_1,04:23,,s(a)lts@,s_l,,,113,516,1792,2913
South,WT_1,04:23,,salts(@),ts_n,,,45,475,2041,2981
South,WT_1,04:23,,n(e)Sti,n_S,,,89,481,2087,3147
South,WT_1,04:23,,neSt(i),t_l,,,79,401,2279,3311
South,WT_1,04:23,,l(e)amni,l_a,,,36,527,2278,3264
South,WT_1,04:23,,le(a)mni,e_m,,,115,915,1858,2937
South,WT_1,04:24,,leamn(i),n_$,,,66,483,2074,2891
South,WT_1,04:24,,l(i),l_f,,,76,375,1739,2728
South,WT_1,04:24,,fr(@)Ng@,r_N,,,124,513,1855,2989
South,WT_1,04:25,,fr@Ng(@),g_a,,,30,470,1746,3052
South,WT_1,04:25,,(a)Siia,@_S,,,52,593,1779,3020
South,WT_1,04:25,,aS(i)ia,S_i,,,30,386,2185,2885
South,WT_1,04:25,,aSi(i)a,i_a,,,30,548,2241,2842
South,WT_1,04:25,,aSii(a),i_a,,,50,611,2214,2912
South,WT_1,04:25,,(a)Cursi,a_C,,,58,486,2328,2862
South,WT_1,04:25,,aC(u)rsi,C_r,,,44,450,1855,2809
South,WT_1,04:25,,aCurs(i),s_m,,,81,355,2223,2710
South,WT_1,04:25,,m(e)au,m_a,,,40,457,2204,2864
South,WT_1,04:25,,me(a)u,e_u,,,81,790,1746,2890
South,WT_1,04:25,,mea(u),a_m,,,153,725,1485,3302
South,WT_1,04:26,,m(e)au,m_a,,,62,576,1975,2978
South,WT_1,04:26,,me(a)u,e_u,,,63,756,1474,3132
South,WT_1,04:26,,mea(u),a_m,,,94,670,1188,2872
South,WT_1,04:26,,m(e)au,m_a,,,41,495,2097,3046
South,WT_1,04:26,,me(a)u,e_u,,,48,775,1654,2948
South,WT_1,04:26,,mea(u),a_$,,,62,806,1681,3327
South,WT_1,04:26,,p(@)rtseaSti,p_r,,,43,458,1525,2515
South,WT_1,04:27,,p@rts(e)aSti,ts_a,,,48,564,2134,3204
South,WT_1,04:27,,p@rtse(a)Sti,e_S,,,66,544,2220,3192
South,WT_1,04:27,,p@rtseaSt(i),t_S,,,78,433,1968,2699
South,WT_1,04:27,,(o)ili,S_i,,,79,530,1713,2739
South,WT_1,04:27,,o(i)li,o_l,,,94,444,2143,2729
South,WT_1,04:27,,oil(i),l_a,,,21,592,1780,3035
South,WT_1,04:27,,(a)ndon,i_n,,,46,593,1564,3087
South,WT_1,04:27,,and(o)n,d_n,,,82,533,1828,3042
South,WT_1,04:28,,l(e),l_a,,,44,580,1984,3042
South,WT_1,04:28,,(a)dutsi,e_d,,,89,433,1708,3028
South,WT_1,04:28,,ad(u)tsi,d_ts,,,102,476,1596,3106
South,WT_1,04:28,,aduts(i),ts_S,,,132,411,1986,3248
South,WT_1,04:28,,l(e),l_a,,,41,574,1780,2906
South,WT_1,04:28,,(a)dutsi,e_d,,,55,493,1958,3183
South,WT_1,04:28,,ad(u)tsi,d_ts,,,65,390,1896,3241
South,WT_1,04:29,,aduts(i),ts_l,,,28,400,1876,2806
South,WT_1,04:29,,l(a),l_a,,,30,632,1335,2507
South,WT_1,04:29,,(a)miridz,a_m,,,37,684,1628,3110
South,WT_1,04:29,,am(i)ridz,m_r,,,85,367,2334,2942
South,WT_1,04:29,,amir(i)dz,r_dz,,,140,328,2302,3157
South,WT_1,04:29,,(e)stan,^_s,,,116,520,1775,3036
South,WT_1,04:30,,est(a)n,t_n,,,58,503,1611,3321
South,WT_1,04:31,,d(i)pu,d_p,,,86,313,1807,2759
South,WT_1,04:31,,dip(u),p_a,,,44,424,1337,2691
South,WT_1,04:31,,(a)x@ts,u_x,,,30,435,1118,2876
South,WT_1,04:31,,ax(@)ts,x_ts,,,102,367,1990,2922
South,WT_1,04:31,,(a)J,ts_J,,,92,837,1866,3118
South,WT_2,00:00,,n(a)du,n_d,,,135,682,1552,2437
South,WT_2,00:00,,nad(u),d_$,,,80,423,1418,2678
South,WT_2,00:01,,dz(u)a,dz_a,,,69,444,1379,3168
South,WT_2,00:01,,dzu(a),u_d,,,129,623,1632,2818
South,WT_2,00:01,,d(i),d_a,,,39,559,1984,2449
South,WT_2,00:02,,(a),i_l,,,62,706,1754,2457
South,WT_2,00:02,,l(a)zaru,l_z,,,198,891,1645,2746
South,WT_2,00:02,,laz(a)ru,z_r,,,113,615,1645,2880
South,WT_2,00:02,,lazar(u),r_$,,,150,519,1584,2757
South,WT_2,00:04,,p(a)ramuni,p_r,,,99,807,1680,2711
South,WT_2,00:04,,par(a)muni,r_m,,,84,776,1664,2436
South,WT_2,00:04,,param(u)ni,m_n,,,68,426,1100,2359
South,WT_2,00:05,,paramun(i),n_d,,,158,386,2583,3234
South,WT_2,00:05,,d(i),d_l,,,114,390,2053,2897
South,WT_2,00:05,,m(a),m_n,,,124,671,1586,2008
South,WT_2,00:05,,n(@)indi,n_i,,,58,583,1525,2176
South,WT_2,00:05,,n@(i)ndi,@_n,,,197,347,1764,2871
South,WT_2,00:06,,n@ind(i),d_$,,,184,365,1527,2742
South,WT_2,00:06,,n(@),n_n,,,174,630,1790,3119
South,WT_2,00:07,,(a)dunam,n_d,,,111,705,1558,2527
South,WT_2,00:07,,ad(u)nam,d_n,,,53,451,1424,2837
South,WT_2,00:07,,adun(a)m,n_m,,,128,995,1581,2644
South,WT_2,00:07,,f(e)atili,f_a,,,43,501,1621,2285
South,WT_2,00:07,,fe(a)tili,e_t,,,138,717,1931,2566
South,WT_2,00:07,,feat(i)li,t_l,,,42,366,1754,2620
South,WT_2,00:08,,featil(i),l_t,,,84,423,2135,2802
South,WT_2,00:08,,t(u)ti,t_t,,,173,396,1455,2948
South,WT_2,00:08,,tut(i),t_$,,,137,401,2430,2965
South,WT_2,00:09,,p(a)reia,p_r,,,90,721,1678,2422
South,WT_2,00:09,,par(e)ia,r_i,,,44,449,1719,2529
South,WT_2,00:09,,pare(i)a,e_a,,,52,493,1882,2772
South,WT_2,00:09,,parei(a),i_p,,,64,592,1809,2684
South,WT_2,00:09,,p(a)reia,p_r,,,61,711,1834,2930
South,WT_2,00:09,,par(e)ia,r_i,,,44,474,1886,2659
South,WT_2,00:09,,pare(i)a,e_a,,,36,472,2295,2944
South,WT_2,00:09,,parei(a),i_k,,,77,555,1502,2710
South,WT_2,00:10,,k(u)mu,k_m,,,38,352,779,2538
South,WT_2,00:10,,kum(u),m_a,,,30,484,956,2342
South,WT_2,00:10,,(a)l@ga,u_l,,,44,594,1228,2407
South,WT_2,00:10,,al(@)ga,l_g,,,68,537,1663,2691
South,WT_2,00:10,,al@g(a),g_l,,,142,894,1675,2206
South,WT_2,00:10,,l(a)zar,l_z,,,173,948,1710,2634
South,WT_2,00:10,,laz(a)r,z_r,,,70,654,1597,3077
South,WT_2,00:12,,k(@)ndam,k_n,,,49,414,1767,2521
South,WT_2,00:12,,k@nd(a)m,d_m,,,134,900,1736,2735
South,WT_2,00:12,,t(u),t_dz,,,98,346,1954,3094
South,WT_2,00:12,,dz(e)an@,dz_a,,,37,542,2226,2706
South,WT_2,00:12,,dze(a)n@,e_n,,,128,890,1787,3032
South,WT_2,00:13,,dzean(@),n_l,,,43,425,1514,2314
South,WT_2,00:13,,l(i),l_n,,,33,315,1582,2350
South,WT_2,00:13,,nv(i)ts@m,v_ts,,,64,405,2130,2784
South,WT_2,00:13,,nvits(@)m,ts_m,,,78,645,1704,2704
South,WT_2,00:13,,k(@)nditsli,k_n,,,85,572,2183,2933
South,WT_2,00:13,,k@nd(i)tsli,d_ts,,,45,419,2251,2959
South,WT_2,00:14,,k@nditsl(i),l_$,,,66,339,2593,3097
South,WT_2,00:14,,(a)lti,k_l,,,112,989,1804,2570
South,WT_2,00:14,,alt(i),t_l,,,70,434,1579,2445
South,WT_2,00:14,,l(i),l_s,,,66,377,1974,2628
South,WT_2,00:15,,st(e)a,t_a,,,43,762,1657,2685
South,WT_2,00:15,,ste(a),e_a,,,151,1024,1546,2525
South,WT_2,00:15,,(a)lti,a_l,,,78,1115,1939,3129
South,WT_2,00:15,,alt(i),t_n,,,49,502,1978,2727
South,WT_2,00:15,,n(u),n_l,,,59,517,1451,2513
South,WT_2,00:15,,l(i),l_s,,,87,392,2178,2852
South,WT_2,00:15,,st(e)a,t_a,,,66,665,2175,2536
South,WT_2,00:16,,ste(a),e_$,,,105,954,1920,2754
South,WT_2,00:16,,ts(i)ali,ts_a,,,42,670,1923,2734
South,WT_2,00:16,,tsi(a)li,i_l,,,63,823,2089,2426
South,WT_2,00:16,,tsial(i),l_m,,,48,539,1986,2653
South,WT_2,00:16,,m(a),m_m,,,77,652,1245,2660
South,WT_2,00:16,,m(@)rl,m_r,,,87,661,1635,2374
South,WT_2,00:17,,l(i),l_s,,,71,472,1699,2473
South,WT_2,00:17,,st(e)a,t_a,,,47,701,1812,2568
South,WT_2,00:17,,ste(a),e_$,,,103,982,1639,2537
South,WT_2,00:17,,nv(i)ats@,v_a,,,40,495,1676,2614
South,WT_2,00:17,,nvi(a)ts@,i_ts,,,126,785,2012,2541
South,WT_2,00:17,,nviats(@),ts_S,,,36,503,1939,2819
South,WT_2,00:18,,J(i)dzli,J_dz,,,101,394,2082,3031
South,WT_2,00:18,,Jidzl(i),l_$,,,57,356,2472,2970
South,WT_2,00:19,,(a)dunam,n_d,,,81,830,1500,2172
South,WT_2,00:19,,ad(u)nam,d_n,,,50,415,1372,2998
South,WT_2,00:19,,adun(a)m,n_m,,,135,1155,1633,2760
South,WT_2,00:20,,k(a)Ti,k_T,,,125,936,1527,2107
South,WT_2,00:20,,kaT(i),T_s,,,82,442,1990,2842
South,WT_2,00:20,,s(i)ar,s_a,,,41,644,2038,2590
South,WT_2,00:20,,si(a)r,i_r,,,115,1006,1922,2751
South,WT_2,00:21,,t(a),t_s,,,65,475,1750,2582
South,WT_2,00:21,,nv(i)ts@m,v_ts,,,114,381,2126,2882
South,WT_2,00:22,,nvits(@)m,ts_m,,,109,667,1671,2065
South,WT_2,00:22,,k(@),k_i,,,57,414,1742,3097
South,WT_2,00:22,,(i),@_s,,,68,410,1868,2543
South,WT_2,00:22,,s(i),s_n,,,36,309,1986,2481
South,WT_2,00:22,,nv(i)ats@,v_a,,,37,566,1892,2241
South,WT_2,00:22,,nvi(a)ts@,i_ts,,,108,815,1809,2033
South,WT_2,00:23,,nviats(@),ts_k,,,95,658,2070,3024
South,WT_2,00:23,,k(@)nditsl,k_n,,,82,539,2097,2965
South,WT_2,00:23,,k@nd(i)tsl,d_ts,,,44,337,2424,3078
South,WT_2,00:24,,d(i),d_l,,,57,477,1895,2360
South,WT_2,00:24,,l(a),l_l,,,59,661,1571,1913
South,WT_2,00:24,,l(a)zar,l_z,,,163,952,1644,2726
South,WT_2,00:24,,laz(a)r,z_r,,,58,707,1680,2964
South,WT_2,00:25,,(a)poia,^_p,,,127,742,1412,2869
South,WT_2,00:26,,ap(o)ia,p_i,,,122,583,1115,3095
South,WT_2,00:26,,apo(i)a,o_a,,,84,666,2062,2499
South,WT_2,00:26,,apoi(a),i_s,,,185,766,1902,2963
South,WT_2,00:26,,ts(i)a,ts_a,,,52,610,2027,2423
South,WT_2,00:26,,tsi(a),i_p,,,273,975,1652,2715
South,WT_2,00:27,,p(i)rin,p_r,,,104,427,2354,2910
South,WT_2,00:27,,pir(i)n,r_n,,,111,401,2004,2612
South,WT_2,00:28,,p(i)rin,p_r,,,85,374,1774,2713
South,WT_2,00:28,,pir(i)n,r_n,,,131,411,2003,2740
South,WT_2,00:28,,(a),^_l,,,119,755,1689,2688
South,WT_2,00:29,,l(a)zar,l_z,,,189,947,1660,2542
South,WT_2,00:29,,laz(a)r,z_r,,,111,832,1694,2765
South,WT_2,00:30,,ts(i),ts_v,,,57,390,1932,2816
South,WT_2,00:30,,v(a)i,v_i,,,40,405,2123,2798
South,WT_2,00:30,,va(i),a_s,,,41,482,2345,2953
South,WT_2,00:30,,ts(i)a,ts_a,,,32,681,1927,2435
South,WT_2,00:30,,tsi(a),i_t,,,130,835,1705,2576
South,WT_2,00:30,,t(a)xna,t_x,,,80,851,1733,2220
South,WT_2,00:31,,taxn(a),n_t,,,151,861,1507,2217
South,WT_2,00:31,,t(a),t_s,,,63,722,1922,2887
South,WT_2,00:31,,s(i),s_a,,,29,750,1947,2681
South,WT_2,00:31,,(a)lag@,i_l,,,40,816,1674,2419
South,WT_2,00:31,,al(a)g@,l_g,,,107,946,1755,2415
South,WT_2,00:31,,alag(@),g_l,,,48,515,1660,2331
South,WT_2,00:31,,l(a)zar,l_z,,,171,889,1615,2454
South,WT_2,00:32,,laz(a)r,z_r,,,82,701,1694,2814
South,WT_2,00:33,,n(@),n_ts,,,95,458,2203,2900
South,WT_2,00:33,,ts(i)am,ts_a,,,49,655,1875,2281
South,WT_2,00:33,,tsi(a)m,i_m,,,68,844,1894,2650
South,WT_2,00:33,,d(i),d_a,,,31,653,1871,2908
South,WT_2,00:33,,(a)dunamu,i_d,,,76,509,1670,2830
South,WT_2,00:33,,ad(u)namu,d_n,,,42,472,1662,2781
South,WT_2,00:33,,adun(a)mu,n_m,,,143,980,1664,2504
South,WT_2,00:34,,adunam(u),m_l,,,146,319,803,2423
South,WT_2,00:34,,l(u)ludz,l_l,,,40,463,1157,2229
South,WT_2,00:34,,lul(u)dz,l_dz,,,152,568,1126,2960
South,WT_2,00:34,,d(i),d_t,,,79,342,1715,2680
South,WT_2,00:35,,t(u),t_m,,,55,347,831,2945
South,WT_2,00:35,,m(u)ndi,m_n,,,95,475,1233,2746
South,WT_2,00:35,,mund(i),d_$,,,46,627,2202,2935
South,WT_2,00:37,,vrl(i)ga,l_g,,,81,500,2260,2560
South,WT_2,00:37,,vrlig(a),g_d,,,107,593,2019,2748
South,WT_2,00:37,,d(i),d_x,,,47,420,1538,2425
South,WT_2,00:37,,x(o)ar@,x_a,,,50,714,1197,2938
South,WT_2,00:37,,xo(a)r@,o_r,,,70,907,1557,2859
South,WT_2,00:37,,xoar(@),r_a,,,36,743,1433,2200
South,WT_2,00:37,,(a)ua,@_u,,,34,774,1283,2518
South,WT_2,00:37,,a(u)a,a_a,,,57,744,1077,2430
South,WT_2,00:37,,au(a),u_$,,,108,874,1526,2594
South,WT_2,00:38,,(i)tS@,^_tS,,,348,349,2270,3155
South,WT_2,00:38,,itS(@),tS_g,,,260,498,1751,3060
South,WT_2,00:39,,g(u)gutS@,g_g,,,125,374,994,2482
South,WT_2,00:39,,gug(u)tS@,g_tS,,,197,416,1040,2484
South,WT_2,00:39,,gugutS(@),tS_n,,,208,472,1790,2891
South,WT_2,00:39,,n(e)Sti,n_S,,,98,447,1917,2495
South,WT_2,00:40,,neSt(i),t_a,,,29,586,2129,2396
South,WT_2,00:40,,(a)lbi,i_l,,,121,1058,1892,2734
South,WT_2,00:40,,alb(i),b_$,,,112,434,2691,2896
South,WT_2,00:41,,g(u)gutS@,g_g,,,173,385,1094,2522
